school,campus,canteen,floor,name,price,type
"中山大学","南校区","春晖园","二楼","干蒸沙姜鸡饭","16.9","米饭"
"中山大学","南校区","春晖园","二楼","干蒸五花肉饭","15.9","米饭"
"中山大学","南校区","春晖园","二楼","干蒸猪颈肉饭","16.9","米饭"
"中山大学","南校区","春晖园","二楼","干蒸窝蛋肉饼饭","15.9","米饭"

"中山大学","南校区","春晖园","二楼","啫啫酱爆肥肠","18","米饭"
"中山大学","南校区","春晖园","二楼","啫啫小炒肉","16","米饭"
"中山大学","南校区","春晖园","二楼","啫啫鸡腿肉","15","米饭"
"中山大学","南校区","春晖园","二楼","虾仁炒蛋","16","米饭"
"中山大学","南校区","春晖园","二楼","啫啫肉片花菜","15","米饭"
"中山大学","南校区","春晖园","二楼","火腿炒蛋","14","米饭"
"中山大学","南校区","春晖园","二楼","啫啫尖椒炒蛋","14","米饭"

"中山大学","南校区","春晖园","二楼","啫啫招牌可乐鸡","14","煲类"
"中山大学","南校区","春晖园","二楼","啫啫冬菇鸡","15","煲类"
"中山大学","南校区","春晖园","二楼","啫啫辣子鸡","15","煲类"
"中山大学","南校区","春晖园","二楼","啫啫排骨","18","煲类"
"中山大学","南校区","春晖园","二楼","啫啫五花肉","15","煲类"
"中山大学","南校区","春晖园","二楼","啫啫猪颈肉","15","煲类"
"中山大学","南校区","春晖园","二楼","啫啫排骨拼冬菇鸡","25","煲类"
"中山大学","南校区","春晖园","二楼","啫啫辣子鸡拼五花肉","20","煲类"

"中山大学","南校区","春晖园","二楼","招牌隆江猪脚饭","15.8","米饭"
"中山大学","南校区","春晖园","二楼","蜜汁叉烧饭","14.8","米饭"
"中山大学","南校区","春晖园","二楼","肥肠饭","17.8","米饭"
"中山大学","南校区","春晖园","二楼","猪蹄饭","18.8","米饭"
"中山大学","南校区","春晖园","二楼","卤猪肚饭","18.8","米饭"
"中山大学","南校区","春晖园","二楼","鸡腿饭","13.8","米饭"
"中山大学","南校区","春晖园","二楼","猪脚拼叉烧","19.8","米饭"
"中山大学","南校区","春晖园","二楼","叉烧拼肥肠","19.8","米饭"
"中山大学","南校区","春晖园","二楼","猪脚拼猪肚","19.8","米饭"
"中山大学","南校区","春晖园","二楼","猪脚拼肥肠","19.8","米饭"

"中山大学","南校区","春晖园","二楼","麻婆豆腐饭","10","米饭"
"中山大学","南校区","春晖园","二楼","川味回锅肉饭","16","米饭"
"中山大学","南校区","春晖园","二楼","天府辣子鸡饭","15","米饭"
"中山大学","南校区","春晖园","二楼","湖南小炒肉饭","16","米饭"
"中山大学","南校区","春晖园","二楼","干锅肥肠饭","17","米饭"
"中山大学","南校区","春晖园","二楼","酸辣鸡杂饭","14","米饭"
"中山大学","南校区","春晖园","二楼","农家一碗香饭","16","米饭"
"中山大学","南校区","春晖园","二楼","毛氏红烧肉饭","16","米饭"
"中山大学","南校区","春晖园","二楼","小炒黄牛肉饭","20","米饭"
"中山大学","南校区","春晖园","二楼","番茄鸡蛋饭","12","米饭"
"中山大学","南校区","春晖园","二楼","肉沫茄子饭","15","米饭"
"中山大学","南校区","春晖园","二楼","滋味土鸡煲","15","煲类"
"中山大学","南校区","春晖园","二楼","酸菜粉条饭","10","米饭"
"中山大学","南校区","春晖园","二楼","手撕包菜饭","10","米饭"
"中山大学","南校区","春晖园","二楼","鱼香肉丝饭","16","米饭"
"中山大学","南校区","春晖园","二楼","干锅土豆饭","15","米饭"
"中山大学","南校区","春晖园","一楼","芝士肉酱意粉/通心粉","12","粉面"
"中山大学","南校区","春晖园","一楼","意式吉列猪扒","16","西餐"
"中山大学","南校区","春晖园","一楼","泰式打抛饭","15","米饭"
"中山大学","南校区","春晖园","一楼","葡式咖喱牛腩饭","18","米饭"
"中山大学","南校区","春晖园","一楼","芒果虾仁波奇饭","16","米饭"
"中山大学","南校区","春晖园","一楼","吞拿鱼蟹柳波奇饭","18","米饭"
"中山大学","南校区","春晖园","一楼","泡菜肥牛波奇饭","18","米饭"
